Rank,Name,basename,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
7285,Robinson: The Journey,robinson-the-journey,0.0,0.27,0.14,0.09,0.0,0.05,2016.0,/games/boxart/full_1045409AmericaFrontccc.jpg
7286,Driveclub VR,driveclub-vr,0.0,0.27,0.12,0.09,0.01,0.04,2016.0,/games/boxart/full_4987141AmericaFrontccc.jpg
7287,Dragon Ball Z: Tenkaichi Tag Team,dragon-ball-z-tenkaichi-tag-team,0.0,0.27,0.11,0.04,0.09,0.03,2010.0,/games/boxart/full_dragon-ball-z-tenkaichi-tag-team_1AmericaFront.jpg
7288,Shenmue I & II,shenmue-i-amp-ii,0.0,0.27,0.34,0.15,0.05,0.09,2018.0,/games/boxart/full_2130983AmericaFrontccc.jpg
7295,NFL Street 3,nfl-street-3,0.0,0.27,0.24,0.0,0.0,0.02,2006.0,/games/boxart/9007202ccc.jpg
7296,MotoGP,motogp,0.0,0.27,01.01,0.75,0.14,0.12,2000.0,/games/boxart/full_5491107AmericaFrontccc.jpg
7297,Ratatouille: Food Frenzy,ratatouille-food-frenzy,0.0,0.27,0.25,0.0,0.0,0.02,2007.0,/games/boxart/full_6449104AmericaFrontccc.jpg
7299,Jikkyou Powerful Pro Yakyuu 2,jikkyou-powerful-pro-yakyuu-2,0.0,0.27,0.0,0.0,0.27,0.0,1995.0,/games/boxart/full_3665460JapanFrontccc.jpg
7301,Megamind: The Blue Defender,megamind-the-blue-defender,0.0,0.27,0.59,0.21,0.0,0.12,2010.0,/games/boxart/full_megamind-the-blue-defender_5AmericaFront.jpg
7303,Thoroughbred Breeder II,thoroughbred-breeder-ii,0.0,0.27,0.0,0.0,0.27,0.0,1994.0,/games/boxart/full_638062JapanFrontccc.jpg
7304,Despicable Me: The Game,despicable-me-the-game,0.0,0.27,0.66,0.73,0.0,0.27,2010.0,/games/boxart/full_2756041AmericaFrontccc.jpg
7305,Shadowrun: Hong Kong,shadowrun-hong-kong,0.27,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_7958335AmericaFrontccc.jpg
7306,Magical Vacation,magical-vacation,0.0,0.27,0.0,0.0,0.26,0.01,2001.0,/games/boxart/full_2224203JapanFrontccc.jpg
7308,XGIII: Extreme G Racing,xgiii-extreme-g-racing,0.0,0.27,0.73,0.25,0.0,0.03,2001.0,/games/boxart/full_2365684AmericaFrontccc.jpg
7310,Superbike 2000,superbike-2000,0.0,0.27,0.15,0.1,0.0,0.02,2000.0,/games/boxart/full_1735249AmericaFrontccc.jpg
7313,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,fire-emblem-shin-monshou-no-nazo-hikari-to-kage-no-eiyuu,0.0,0.27,0.0,0.0,0.27,0.0,2010.0,/games/boxart/full_fire-emblem-monshou-no-nazo-hikari-to-kage-no-eiyuu_2JapanFront.jpg
7314,Connect Four / Perfection / Trouble,connect-four,0.0,0.27,0.19,0.07,0.0,0.0,2005.0,/games/boxart/1980470ccc.jpg
7315,MotionSports: Adrenaline,motionsports-adrenaline,0.0,0.27,0.54,0.35,0.0,0.18,2011.0,/games/boxart/full_motionsports-adrenaline_538AmericaFront.jpg
7316,Alundra 2: A New Legend Begins,alundra-2-a-new-legend-begins,0.0,0.27,0.15,0.1,0.0,0.02,2000.0,/games/boxart/7414256ccc.jpg
7317,Reign of Fire,reign-of-fire,0.0,0.27,01.03,0.35,0.0,0.03,2002.0,/games/boxart/8149470ccc.jpg
7319,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,jikkyou-powerful-pro-yakyuu-98-ketteiban,0.0,0.27,0.0,0.0,0.25,0.02,1998.0,/games/boxart/full_5581042JapanFrontccc.jpg
7321,Minecraft: Story Mode - Season Two,minecraft-story-mode-season-two,0.0,0.27,0.97,0.28,0.0,0.17,2017.0,/games/boxart/full_7508201AmericaFrontccc.jpg
7322,Orbital Gear,orbital-gear,0.27,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_9792157AmericaFrontccc.jpg
7323,Desolate Wastes: Vendor Chronicles,desolate-wastes-vendor-chronicles,0.27,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_1896608AmericaFrontccc.jpg
7325,Germ Wars,germ-wars,0.27,,0.0,0.0,0.0,0.0,2006.0,/games/boxart/full_7389739AmericaFrontccc.jpg
7326,Littlest Pet Shop: Beach Friends,littlest-pet-shop-beach-friends,0.0,0.27,0.25,0.0,0.0,0.02,2009.0,/games/boxart/full_7466591AmericaFrontccc.jpg
7327,The Snack World: TreJarers,the-snack-world-trejarers,0.0,0.27,0.0,0.0,0.27,0.0,2017.0,/games/boxart/full_8413005JapanFrontccc.jpg
7328,hack_me,hackme,0.27,,0.0,0.0,0.0,0.0,2017.0,/games/boxart/full_5231869AmericaFrontccc.jpg
7331,Initial D: Special Stage,initial-d-special-stage,0.0,0.27,0.0,0.0,0.27,0.0,2003.0,/games/boxart/full_1499484JapanFrontccc.jpg
7332,The Bureau: XCOM Declassified,the-bureau-xcom-declassified,0.0,0.27,0.58,0.89,0.0,0.14,2013.0,/games/boxart/full_2082381AmericaFrontccc.jpg
7333,Summer Athletics: The Ultimate Challenge (US sales),summer-athletics-the-ultimate-challenge-us-sales,0.0,0.27,0.23,0.03,0.0,0.0,2008.0,/games/boxart/full_3794932AmericaFrontccc.jpg
7334,Jurassic Park: Operation Genesis,jurassic-park-operation-genesis,0.0,0.27,0.38,0.25,0.0,0.03,2003.0,/games/boxart/9323102ccc.jpg
7336,BIT.TRIP BEAT,bittrip-beat,0.27,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_bittrip-beat_8AmericaFront.jpg
7337,Final Doom,final-doom,0.0,0.27,0.15,0.1,0.0,0.02,1995.0,/games/boxart/full_8789023AmericaFrontccc.jpg
7338,Home Behind,home-behind,0.27,,0.0,0.0,0.0,0.0,1995.0,/games/boxart/full_7714350AmericaFrontccc.jpg
7339,Puppeteer,puppeteer,0.0,0.27,0.11,0.09,0.02,0.04,2013.0,/games/boxart/full_956889AmericaFrontccc.jpg
7340,NBA ShootOut 2001,nba-shootout-2001,0.0,0.27,0.5,0.4,0.0,0.12,2000.0,/games/boxart/full_5134005AmericaFrontccc.jpg
7346,NBA 07,nba-07,0.0,0.27,1.19,0.05,0.01,0.12,2006.0,/games/boxart/full_8668168AmericaFrontccc.jpg
7347,Assassin's Creed: Altair's Chronicles,assassins-creed-altairs-chronicles,0.0,0.27,0.42,0.05,0.0,0.0,2008.0,/games/boxart/7107093ccc.gif
7349,Battle Arena Toshinden 3,battle-arena-toshinden-3,0.0,0.27,0.06,0.04,0.14,0.02,1997.0,/games/boxart/3433584ccc.jpg
7350,Reader Rabbit Kindergarten,reader-rabbit-kindergarten,0.0,0.27,0.85,0.0,0.0,0.07,2009.0,/games/boxart/full_8099609AmericaFrontccc.jpg
7351,Jade Cocoon: Story of the Tamamayu,jade-cocoon-story-of-the-tamamayu,0.0,0.27,0.15,0.1,0.0,0.02,1999.0,/games/boxart/full_4531179AmericaFrontccc.jpg
7352,Super Nazo Puyo: Ruruu no Ruu,super-nazo-puyo-ruruu-no-ruu,0.0,0.27,0.0,0.0,0.27,0.0,1995.0,/games/boxart/full_5274027JapanFrontccc.jpg
7353,Marvel Super Hero Squad: The Infinity Gauntlet,marvel-super-hero-squad-the-infinity-gauntlet,0.0,0.27,2.61,0.59,0.0,0.32,2010.0,/games/boxart/full_marvel-super-hero-squad-the-infinity-gauntlet_7AmericaFront.jpg
7354,InuYasha: Feudal Combat,inuyasha-feudal-combat,0.0,0.27,0.13,0.1,0.0,0.03,2005.0,/games/boxart/7509015ccc.jpg
7355,AC/DC LIVE: Rock Band Track Pack,ac,0.0,0.27,2.74,0.35,0.0,0.32,2008.0,/games/boxart/full_6852342AmericaFrontccc.jpg
7356,Suikoden Tierkreis,suikoden-tierkreis,0.0,0.27,0.09,0.02,0.15,0.01,2009.0,/games/boxart/full_9085969AmericaFrontccc.jpg
7359,Duel Masters,duel-masters,0.0,0.27,0.13,0.1,0.0,0.03,2004.0,/games/boxart/8422965ccc.jpg
7360,The World Ends with You: Final Remix,the-world-ends-with-you-final-remix,0.0,0.27,0.14,0.08,0.03,0.02,2018.0,/games/boxart/full_3944418AmericaFrontccc.jpg
7361,Super Collapse! 3,super-collapse-3,0.0,0.27,0.25,0.0,0.0,0.02,2007.0,/games/boxart/full_7628852AmericaFrontccc.jpg
7363,Section 8,section-8,0.0,0.27,0.3,0.14,0.0,0.07,2009.0,/games/boxart/full_975103AmericaFrontccc.jpg
7366,Battle of Giants: Mutant Insects,battle-of-giants-mutant-insects,0.0,0.27,0.09,0.15,0.0,0.03,2010.0,/games/boxart/full_6831892AmericaFrontccc.jpg
7367,Jikkyou Powerful Pro Yakyuu 2010,jikkyou-powerful-pro-yakyuu-2010,0.0,0.27,0.0,0.0,1.27,0.0,2010.0,/games/boxart/full_7003097JapanFrontccc.jpg
7368,Operation Armored Liberty,operation-armored-liberty,0.0,0.27,0.19,0.07,0.0,0.0,2003.0,/games/boxart/full_1947026AmericaFrontccc.jpg
7369,Divinity: Dragon Commander,divinity-dragon-commander,0.27,,0.0,0.0,0.0,0.0,2003.0,/games/boxart/full_6320495AmericaFrontccc.jpg
7371,My Japanese Coach,my-japanese-coach,0.0,0.27,0.24,0.0,0.0,0.02,2008.0,/games/boxart/full_2046601AmericaFrontccc.jpg
7372,Are You Smarter than a 5th Grader? Game Time,are-you-smarter-than-a-5th-grader-game-time,0.0,0.27,1.95,0.0,0.0,0.17,2009.0,/games/boxart/full_7868316AmericaFrontccc.jpg
7374,America's Test Kitchen: Let's Get Cooking,americas-test-kitchen-lets-get-cooking,0.0,0.27,0.25,0.0,0.0,0.02,2010.0,/games/boxart/full_5653915AmericaFrontccc.jpg
7375,And1 Streetball,and1-streetball,0.0,0.27,0.43,0.2,0.0,0.03,2006.0,/games/boxart/full_2792740AmericaFrontccc.jpg
7376,Atelier Ayesha: The Alchemist of Dusk,atelier-ayesha-the-alchemist-of-dusk,0.0,0.27,0.06,0.04,0.14,0.02,2013.0,/games/boxart/full_8695875AmericaFrontccc.jpg
7377,Aikatsu! 2-nin no My Princess,aikatsu-2-nin-no-my-princess,0.0,0.27,0.0,0.0,0.27,0.0,2013.0,/games/boxart/full_5905940JapanFrontccc.jpg
7378,Day of the Tentacle Remastered,day-of-the-tentacle-remastered,0.27,,0.0,0.0,0.0,0.0,2013.0,/games/boxart/full_3808555AmericaFrontccc.jpg
7379,Sonic X: Game Boy Advance Video Volume 1,sonic-x-game-boy-advance-video-volume-1,0.0,0.27,0.19,0.07,0.0,0.0,2004.0,/games/boxart/full_2534204AmericaFrontccc.jpg
7381,Gallop Racer 2: One and Only Road to Victory,gallop-racer-2-one-and-only-road-to-victory,0.0,0.27,0.0,0.0,0.25,0.02,1997.0,/games/boxart/full_3730133JapanFrontccc.jpg
7383,Tales of Eternia,tales-of-eternia,0.0,0.26,0.0,0.01,0.25,0.0,2006.0,/games/boxart/full_8029433PALFrontccc.jpg
7385,All-Pro Football 2K8,all-pro-football-2k8,0.0,0.26,0.94,0.0,0.0,0.07,2007.0,/games/boxart/8115191ccc.jpg
7386,Lowrider,lowrider,0.0,0.26,0.11,0.09,0.03,0.03,2003.0,/games/boxart/full_8976342AmericaFrontccc.jpg
7388,Total War: Attila,total-war-attila,0.0,0.26,0.11,0.14,0.0,0.02,2015.0,/games/boxart/full_3392048PALFrontccc.jpg
7390,Dungeons & Dragons: Eye of the Beholder,dungeons-amp-dragons-eye-of-the-beholder,0.0,0.26,0.19,0.07,0.0,0.0,2002.0,/games/boxart/1327995ccc.jpg
7391,Etrian Odyssey: Millennium Girl,etrian-odyssey-millennium-girl,0.0,0.26,0.1,0.01,0.14,0.01,2013.0,/games/boxart/full_245315AmericaFrontccc.jpg
7392,Fish Tycoon,fish-tycoon,0.0,0.26,0.24,0.0,0.0,0.02,2007.0,/games/boxart/full_8160918AmericaFrontccc.jpg
7393,Camera Obscura,camera-obscura,0.26,,0.0,0.0,0.0,0.0,2007.0,/games/boxart/full_4546616AmericaFrontccc.jpg
7396,Gundam Breaker,gundam-breaker,0.0,0.26,0.0,0.0,0.76,0.0,2013.0,/games/boxart/full_8914472JapanFrontccc.jpg
7397,The House of the Dead 2,the-house-of-the-dead-2,0.0,0.26,0.0,0.0,0.26,0.0,1999.0,/games/boxart/9300146ccc.jpg
7399,A.C.E.: Another Century's Episode R,ace-another-centurys-episode-r,0.0,0.26,0.0,0.0,0.26,0.0,2010.0,/games/boxart/full_ace-another-centurys-episode-r_6JapanFront.jpg
7400,Take Thy Throne,take-thy-throne,0.26,,0.0,0.0,0.0,0.0,2010.0,/games/boxart/full_6275951AmericaFrontccc.jpg
7403,Rune: Viking Warlord,rune-viking-warlord,0.0,0.26,0.13,0.1,0.0,0.03,2001.0,/games/boxart/full_6627090AmericaFrontccc.jpg
7404,Jikkyou Powerful Pro Yakyuu 2013,jikkyou-powerful-pro-yakyuu-2013,0.0,0.26,0.0,0.0,1.61,0.0,2013.0,/games/boxart/full_3524193JapanFrontccc.jpg
7405,Panzer Dragoon Orta,panzer-dragoon-orta,0.0,0.26,0.16,0.05,0.04,0.01,2003.0,/games/boxart/266937ccc.jpg
7406,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,jikkyou-powerful-pro-yakyuu-99-ketteiban,0.0,0.26,0.0,0.0,0.25,0.02,1999.0,/games/boxart/full_5773852JapanFrontccc.jpg
7407,Ninja Gaiden Sigma Plus,ninja-gaiden-sigma-plus,0.0,0.26,0.12,0.06,0.04,0.04,2012.0,/games/boxart/full_ninja-gaiden-sigma_471AmericaFront.jpg
7409,Etrian Odyssey II: Heroes of Lagaard,etrian-odyssey-ii-heroes-of-lagaard,0.0,0.26,0.09,0.0,0.16,0.01,2008.0,/games/boxart/8459939ccc.jpg
7410,Superman Returns,superman-returns,0.0,0.26,0.58,0.01,0.0,0.07,2006.0,/games/boxart/2035151ccc.jpg
7411,King's Field II,kings-field-ii,0.0,0.26,0.08,0.06,0.11,0.02,1996.0,/games/boxart/full_6186256AmericaFrontccc.jpg
7412,Bit Blaster XL,bit-blaster-xl,0.26,,0.0,0.0,0.0,0.0,1996.0,/games/boxart/full_866238AmericaFrontccc.jpg
7413,NCAA Gamebreaker,ncaa-gamebreaker,0.0,0.26,0.15,0.1,0.0,0.02,1996.0,/games/boxart/6984514ccc.jpg
7414,NPPL Championship Paintball 2009,nppl-championship-paintball-2009,0.0,0.26,1.93,0.15,0.0,0.23,2008.0,/games/boxart/full_8603584AmericaFrontccc.jpg
7416,Shin Megami Tensei: Devil Survivor,shin-megami-tensei-devil-survivor,0.0,0.26,0.13,0.0,0.12,0.01,2009.0,/games/boxart/full_8717225AmericaFrontccc.jpg
7417,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,inazuma-eleven-go-3-galaxy---big-bang,0.0,0.26,0.0,0.0,0.26,0.0,2013.0,/games/boxart/full_3937003JapanFrontccc.jpg
7418,Tomba!,tomba,0.0,0.26,0.15,0.1,0.0,0.02,1998.0,/games/boxart/2765818ccc.gif
7419,Love Plus,love-plus,0.0,0.26,0.0,0.0,0.26,0.0,2009.0,/games/boxart/full_love-plus_1JapanFront.jpg
7420,Tales of Innocence,tales-of-innocence,0.0,0.26,0.0,0.0,0.26,0.0,2007.0,/games/boxart/full_9039612JapanFrontccc.jpg
7421,MLB SlugFest 2006,mlb-slugfest-2006,0.0,0.26,0.33,0.15,0.0,0.03,2006.0,/games/boxart/6113691ccc.jpg
7423,Deadly Premonition,deadly-premonition,0.0,0.26,0.18,0.06,0.0,0.02,2010.0,/games/boxart/full_7439003AmericaFrontccc.jpg
7425,Rugrats: I Gotta Go Party,rugrats-i-gotta-go-party,0.0,0.26,0.19,0.07,0.0,0.0,2002.0,/games/boxart/full_9114994AmericaFrontccc.jpg
7426,Virtua Racing,virtua-racing,0.0,0.26,0.0,0.0,0.26,0.0,1994.0,/games/boxart/9924462ccc.jpg
7428,DS Bungaku Zenshuu,ds-bungaku-zenshuu,0.0,0.26,0.0,0.0,0.26,0.0,2007.0,/games/boxart/full_4166280JapanFrontccc.jpg
7429,TV Superstars,tv-superstars,0.0,0.26,0.08,0.12,0.0,0.05,2010.0,/games/boxart/full_tv-superstars_6AmericaFront.jpg
7431,Ford Racing 3,ford-racing-3,0.0,0.26,1.13,0.3,0.0,0.08,2005.0,/games/boxart/9580720ccc.jpg
7432,Phantasy Star Universe: Ambition of the Illuminus,phantasy-star-universe-ambition-of-the-illuminus,0.0,0.26,0.1,0.08,0.05,0.03,2007.0,/games/boxart/full_9973720AmericaFrontccc.jpg
7434,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,the-adventures-of-jimmy-neutron-boy-genius-vs-jimmy-negatron,0.0,0.26,0.19,0.07,0.0,0.0,2002.0,/games/boxart/full_9853269AmericaFrontccc.jpg
7435,Stella Glow,stella-glow,0.0,0.26,0.17,0.01,0.06,0.02,2015.0,/games/boxart/full_9116862PALFrontccc.jpg
7436,Sengoku Basara 2,sengoku-basara-2,0.0,0.26,0.0,0.0,0.26,0.0,2006.0,/games/boxart/full_8059859JapanFrontccc.jpg
7437,Stealth Inc 2: A Game of Clones,stealth-inc-2-a-game-of-clones,0.26,,0.0,0.0,0.0,0.0,2006.0,/games/boxart/full_7676738AmericaFrontccc.jpg
7438,Hey Arnold! The Movie,hey-arnold-the-movie,0.0,0.26,0.19,0.07,0.0,0.0,2002.0,/games/boxart/full_8315758AmericaFrontccc.jpg
7439,Final Fantasy V Advance,final-fantasy-v-advance,0.0,0.26,0.0,0.0,0.26,0.01,2006.0,/games/boxart/9734414ccc.jpg
7441,Star Trek: Invasion,star-trek-invasion,0.0,0.26,0.15,0.1,0.0,0.02,2000.0,/games/boxart/full_8343457AmericaFrontccc.jpg
7442,Wizard of Legend,wizard-of-legend,0.26,,0.0,0.0,0.0,0.0,2000.0,/games/boxart/full_4111682AmericaFrontccc.jpg
7443,Dynasty Warriors 7: Xtreme Legends,dynasty-warriors-7-xtreme-legends,0.0,0.26,0.04,0.05,0.16,0.01,2011.0,/games/boxart/full_dynasty-warriors-7-xtreme-legends_617AmericaFront.jpg
7449,Tom and Jerry in War of the Whiskers,tom-and-jerry-in-war-of-the-whiskers,0.0,0.26,0.48,0.2,0.0,0.03,2002.0,/games/boxart/1279809ccc.jpg
7450,Ace Attorney Investigations 2,ace-attorney-investigations-2,0.0,0.26,0.0,0.0,0.26,0.0,2011.0,/games/boxart/full_ace-attorney-investigations-2_310JapanFront.jpg
7451,Scene It? Twilight,scene-it-twilight,0.0,0.26,0.71,0.43,0.0,0.12,2009.0,/games/boxart/full_300161AmericaFrontccc.jpg
7452,TouchMaster 3(Others sales),touchmaster-3others-sales,0.0,0.26,0.0,0.24,0.0,0.02,2009.0,/games/boxart/full_5553974PALFrontccc.jpg
7453,Naruto: Ultimate Ninja Heroes (US sales),naruto-ultimate-ninja-heroes-us-sales,0.0,0.26,0.26,0.0,0.0,0.0,2007.0,/games/boxart/full_2074570AmericaFrontccc.jpg
7454,Dora the Explorer: Dora Saves the Crystal Kingdom,dora-the-explorer-dora-saves-the-crystal-kingdom,0.0,0.26,0.49,0.2,0.0,0.07,2009.0,/games/boxart/full_5279963AmericaFrontccc.jpg
7455,Inazuma Eleven Strikers,inazuma-eleven-strikers,0.0,0.26,0.0,0.01,0.25,0.0,2011.0,/games/boxart/full_inazuma-eleven-strikers_900JapanFront.jpg
7456,Jikkyou Powerful Pro Yakyuu 2011,jikkyou-powerful-pro-yakyuu-2011,0.0,0.26,0.0,0.0,1.26,0.0,2011.0,/games/boxart/full_jikkyou-powerful-pro-yakyuu-2011_252JapanFront.jpg
7458,Asphalt: Injection,asphalt-injection,0.0,0.26,0.14,0.07,0.0,0.05,2012.0,/games/boxart/full_asphalt-injection_576AmericaFront.jpg
7460,Call of Duty: Modern Warfare 3: Defiance,call-of-duty-modern-warfare-3-defiance,0.0,0.26,0.19,0.05,0.0,0.02,2011.0,/games/boxart/full_call-of-duty-modern-warfare-3_864AmericaFront.jpg
7462,Battlestations: Midway,battlestations-midway,0.0,0.26,0.21,0.07,0.0,0.02,2007.0,/games/boxart/150014ccc.jpg
7463,Yakuza: Ishin,yakuza-ishin,0.0,0.26,0.0,0.0,01.01,0.0,2014.0,/games/boxart/full_6172821JapanFrontccc.jpg
7464,Next Day: Survival,next-day-survival,0.26,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_3483700AmericaFrontccc.jpg
7465,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,yu-gi-oh-ultimate-masters-world-championship-tournament-2006,0.0,0.26,0.14,0.05,0.07,0.01,2006.0,/games/boxart/568941ccc.jpg
7466,Power Pro Kun Pocket 5,power-pro-kun-pocket-5,0.0,0.26,0.0,0.0,0.25,0.01,2003.0,/games/boxart/full_2800138JapanFrontccc.jpg
7467,Konjiki no Gashbell!! Makai no Bookmark,konjiki-no-gashbell-makai-no-bookmark,0.0,0.26,0.0,0.0,0.25,0.01,2004.0,/games/boxart/full_8222072JapanFrontccc.jpg
7468,Riding Spirits,riding-spirits,0.0,0.26,0.13,0.1,0.0,0.03,2002.0,/games/boxart/8804327ccc.jpg
7469,Legend of Grimrock 2,legend-of-grimrock-2,0.26,,0.0,0.0,0.0,0.0,2002.0,/games/boxart/full_2415048AmericaFrontccc.jpg
7470,Samurai Warriors 4,samurai-warriors-4,0.0,0.26,0.4,0.35,1.11,0.15,2014.0,/games/boxart/full_7507459JapanFrontccc.jpg
7471,Bust A Groove 2,bust-a-groove-2,0.0,0.26,0.04,0.03,0.18,0.02,1999.0,/games/boxart/7886388ccc.jpg
7472,Petz: Crazy Monkeyz,petz-crazy-monkeyz,0.0,0.26,0.24,0.0,0.0,0.02,2008.0,/games/boxart/full_9574601AmericaFrontccc.jpg
7473,Deep Space Dash,deep-space-dash,0.26,,0.0,0.0,0.0,0.0,2008.0,/games/boxart/full_6069483AmericaFrontccc.jpg
7474,Gundam Battle Universe,gundam-battle-universe,0.0,0.26,0.0,0.0,0.26,0.0,2008.0,/games/boxart/full_4753457JapanFrontccc.jpg
7475,Sengoku Basara: Battle Heroes,sengoku-basara-battle-heroes,0.0,0.26,0.0,0.0,0.26,0.0,2009.0,/games/boxart/full_1872439JapanFrontccc.jpg
7476,Armorines: Project S.W.A.R.M.,armorines-project-swarm,0.0,0.26,0.46,0.2,0.0,0.05,1999.0,/games/boxart/2793739ccc.jpg
7477,Chromehounds,chromehounds,0.26,,0.0,0.0,0.0,0.0,2006.0,/games/boxart/4076751ccc.jpg
7478,Duke Nukem: Zero Hour,duke-nukem-zero-hour,0.0,0.26,0.21,0.05,0.0,0.0,1999.0,/games/boxart/7742206ccc.jpg
7480,Star Wars Episode I: Battle for Naboo,star-wars-episode-i-battle-for-naboo,0.0,0.26,0.21,0.05,0.0,0.0,2000.0,/games/boxart/4516819ccc.jpg
7481,NCAA March Madness 08,ncaa-march-madness-08,0.0,0.26,1.53,0.1,0.0,0.18,2007.0,/games/boxart/3877506ccc.jpg
7482,Armored Core: Nexus,armored-core-nexus,0.0,0.26,0.06,0.05,0.14,0.02,2004.0,/games/boxart/256761ccc.gif
7483,Summer Sports 2: Island Sports Party,summer-sports-2-island-sports-party,0.0,0.26,0.24,0.0,0.0,0.02,2008.0,/games/boxart/full_332250AmericaFrontccc.jpg
7484,Evolution Skateboarding,evolution-skateboarding,0.0,0.26,0.28,0.15,0.0,0.03,2002.0,/games/boxart/9273075ccc.jpg
7486,Dora the Explorer: The Search for Pirate Pig's Treasure,dora-the-explorer-the-search-for-pirate-pigs-treasure,0.0,0.26,0.19,0.07,0.0,0.0,2002.0,/games/boxart/6261858ccc.jpg
7487,Don King Boxing,don-king-boxing,0.0,0.26,0.44,0.2,0.0,0.07,2009.0,/games/boxart/full_2221286AmericaFrontccc.jpg
7488,Imagine: Fashion Party,imagine-fashion-party,0.0,0.26,0.24,0.0,0.0,0.02,2009.0,/games/boxart/full_2962315AmericaFrontccc.jpg
7489,Babysitting Mania,babysitting-mania,0.0,0.26,0.24,0.0,0.0,0.02,2008.0,/games/boxart/7284529ccc.jpg
7490,Outlaw Volleyball,outlaw-volleyball,0.0,0.26,0.19,0.06,0.0,0.01,2003.0,/games/boxart/full_7388093AmericaFrontccc.jpg
7492,RealSports Football,realsports-football,0.0,0.26,0.24,0.01,0.0,0.0,1982.0,/games/boxart/9662244ccc.jpg
7494,SD Gundam G Generation: Cross Drive,sd-gundam-g-generation-cross-drive,0.0,0.26,0.0,0.0,0.26,0.0,2007.0,/games/boxart/full_3330266JapanFrontccc.jpg
7496,Labyronia RPG,labyronia-rpg,0.26,,0.0,0.0,0.0,0.0,2013.0,/games/boxart/full_3788434AmericaFrontccc.jpg
7497,The Legend of Heroes: Trails of Cold Steel II,the-legend-of-heroes-trails-of-cold-steel-ii,0.0,0.26,0.31,0.24,0.68,0.13,2016.0,/games/boxart/full_7183708AmericaFrontccc.jpg
7498,Yakuza Zero: The Place of Oath,yakuza-zero-the-place-of-oath,0.0,0.26,0.0,0.0,0.26,0.0,2015.0,/games/boxart/full_2165069JapanFrontccc.jpg
7499,Dungeons & Dragons Heroes,dungeons-amp-dragons-heroes,0.0,0.26,0.19,0.06,0.0,0.01,2003.0,/games/boxart/full_3305465AmericaFrontccc.jpg
7500,Postal,postal,0.26,,0.0,0.0,0.0,0.0,1997.0,/games/boxart/807731ccc.jpg
7502,McGrath Vs. Pastrana Freestyle Motocross,mcgrath-vs-pastrana-freestyle-motocross,0.0,0.26,0.14,0.1,0.0,0.02,2000.0,/games/boxart/full_7619631AmericaFrontccc.jpg
7503,Hyper color ball,hyper-color-ball,0.26,,0.0,0.0,0.0,0.0,2000.0,/games/boxart/full_3729695AmericaFrontccc.jpg
7505,Legaia 2: Duel Saga,legaia-2-duel-saga,0.0,0.26,0.13,0.1,0.0,0.03,2002.0,/games/boxart/full_2663725AmericaFrontccc.jpg
7506,Metroid Prime Pinball,metroid-prime-pinball,0.0,0.26,0.22,0.0,0.02,0.02,2005.0,/games/boxart/full_4301084JapanFrontccc.jpg
7507,Littlest Pet Shop: Friends,littlest-pet-shop-friends,0.0,0.26,0.21,0.02,0.0,0.02,2009.0,/games/boxart/full_7792913AmericaFrontccc.jpg
7508,Classic NES Series: Bomberman,classic-nes-series-bomberman,0.0,0.26,0.1,0.04,0.66,0.01,2004.0,/games/boxart/8442201ccc.jpg
7510,Ben 10 Triple Pack,ben-10-triple-pack,0.0,0.26,0.12,0.12,0.0,0.02,2011.0,/games/boxart/full_ben-10-triple-pack_0AmericaFront.jpg
7512,The Penguins of Madagascar,the-penguins-of-madagascar,0.0,0.26,0.12,0.11,0.0,0.02,2010.0,/games/boxart/full_the-penguins-of-madagascar_6AmericaFront.jpg
7513,Resident Evil: Deadly Silence,resident-evil-deadly-silence,0.0,0.26,0.11,0.02,0.11,0.01,2006.0,/games/boxart/full_9475608AmericaFrontccc.jpg
7514,A.C.E.: Another Century's Episode,ace-another-centurys-episode,0.0,0.26,0.0,0.0,0.26,0.0,2005.0,/games/boxart/full_9659346JapanFrontccc.jpg
7515,Kingdom Hearts II: Final Mix +,kingdom-hearts-ii-final-mix-,0.0,0.26,0.0,0.0,0.26,0.0,2007.0,/games/boxart/full_6978806JapanFrontccc.jpg
7516,Frogger's Journey: The Forgotten Relic,froggers-journey-the-forgotten-relic,0.0,0.26,0.18,0.07,0.0,0.0,2003.0,/games/boxart/2246442ccc.jpg
7518,Dora the Explorer: Game Boy Advance Video Volume 1,dora-the-explorer-game-boy-advance-video-volume-1,0.0,0.26,0.18,0.07,0.0,0.0,2004.0,/games/boxart/7067086ccc.jpg
